district,year,season,season_gdd,heat_days,extreme_heat_days,warm_night_days,heatwave_count,yield_source,rainfall_source,temperature_source,soil_source,soil_moisture_source,yield_granularity,is_proxy,is_imputed,data_quality_score,data_quality_note
Kween,2015,second,1605.0449999999998,40,0,0,8,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2016,first,1669.3899999999999,52,17,19,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2016,second,1537.42,33,0,0,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2017,first,1691.4399999999998,61,3,1,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2017,second,1478.44,11,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2018,first,1400.2150000000001,13,0,0,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2018,second,1499.9600000000003,20,0,0,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2019,first,1707.3999999999999,59,20,7,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2019,second,1402.125,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2020,first,1441.3149999999998,15,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2020,second,1328.7149999999997,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2021,first,1634.2799999999997,54,0,0,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2021,second,1613.505,48,0,0,7,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2022,first,1715.725,66,11,1,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2022,second,1459.1999999999998,10,0,0,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2023,first,1558.4849999999997,24,5,3,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kween,2023,second,1577.92,24,0,0,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2015,first,1581.375,23,10,6,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2015,second,1602.7100000000003,39,0,4,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2016,first,1584.08,23,1,18,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2016,second,1542.6849999999997,15,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2017,first,1616.25,25,3,3,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2017,second,1573.79,20,0,0,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2018,first,1541.3799999999999,14,0,1,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2018,second,1574.14,30,0,1,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2019,first,1754.035,46,18,31,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2019,second,1494.8400000000001,9,0,0,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2020,first,1472.565,1,0,1,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2020,second,1492.67,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2021,first,1654.81,33,3,5,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2021,second,1736.94,66,0,5,11,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2022,first,1762.7549999999999,62,12,19,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2022,second,1537.1850000000002,13,0,1,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2023,first,1615.38,16,4,5,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyankwanzi,2023,second,1626.3699999999997,29,0,3,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2015,first,1427.965,21,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2015,second,1431.2450000000001,9,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2016,first,1425.6699999999998,6,0,1,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2016,second,1388.955,1,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2017,first,1398.8199999999997,6,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2017,second,1392.2,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2018,first,1314.355,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2018,second,1384.2450000000001,2,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2019,first,1524.035,29,0,1,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2019,second,1358.95,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2020,first,1338.0550000000003,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2020,second,1335.4950000000001,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2021,first,1380.21,6,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2021,second,1490.27,16,0,0,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2022,first,1490.3,22,0,0,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2022,second,1358.3500000000001,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2023,first,1412.77,5,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyegegwa,2023,second,1475.1199999999997,17,0,0,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2015,first,1429.7450000000001,17,0,1,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2015,second,1422.955,11,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2016,first,1445.2350000000001,7,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2016,second,1378.7499999999995,2,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2017,first,1384.07,2,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2017,second,1366.69,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2018,first,1284.98,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2018,second,1347.23,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2019,first,1470.34,17,0,0,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2019,second,1330.2600000000002,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2020,first,1345.195,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2020,second,1306.5700000000002,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2021,first,1319.1449999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2021,second,1416.3100000000002,6,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2022,first,1427.51,15,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2022,second,1317.6899999999998,0,0,0,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2023,first,1395.8550000000002,3,0,0,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Kyenjojo,2023,second,1463.95,14,0,0,2,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2015,first,1944.5449999999998,54,25,79,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2015,second,1886.3,68,9,66,9,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2016,first,2068.5,74,38,92,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2016,second,1857.1350000000002,76,1,54,9,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2017,first,2064.7400000000002,94,33,101,9,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2017,second,1728.6250000000002,36,0,29,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2018,first,1814.8449999999998,51,16,62,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2018,second,1995.07,102,19,80,8,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2019,first,2137.6600000000003,82,45,100,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2019,second,1667.6799999999998,5,0,21,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2020,first,1826.895,42,12,72,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2020,second,1633.23,1,0,17,0,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2021,first,1963.63,67,30,79,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2021,second,1945.835,94,7,73,9,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2022,first,2144.415,102,53,100,8,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2022,second,1698.0449999999998,27,0,14,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2023,first,1973.145,84,15,88,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lamwo,2023,second,1888.125,64,6,82,4,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2015,first,1831.59,41,24,33,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2015,second,1852.2300000000002,77,6,31,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2016,first,1961.2750000000003,68,28,73,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2016,second,1809.2049999999997,79,1,19,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2017,first,1929.09,77,32,58,9,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2017,second,1705.55,53,0,5,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2018,first,1692.5600000000004,29,4,18,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2018,second,1886.265,88,11,39,8,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2019,first,1978.5049999999999,76,39,67,7,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2019,second,1645.9850000000004,29,0,3,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2020,first,1708.1599999999999,32,2,26,3,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2020,second,1601.69,20,0,1,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2021,first,1846.25,71,15,36,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2021,second,1908.4800000000002,96,10,47,8,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2022,first,1979.4550000000002,91,34,61,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2022,second,1734.7299999999998,63,0,8,6,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2023,first,1848.1949999999997,67,8,41,5,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Lira,2023,second,1888.5400000000002,87,9,42,7,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
Luuka,2015,first,1609.2400000000002,21,2,42,1,,,NASA_POWER_daily,,,district,False,False,F,"NASA POWER daily T2M_MAX/T2M_MIN (MERRA-2, ~0.5 deg) at district centroid; GDD base 10C; heatwave = 3+ consecutive days >= 30.0C."
